"","x"
"Dnig.5LG0006720.1",12
"Dnig.5LG0006730.1",3
"Dnig.5LG0006740.1",20
"Dnig.5LG0006750.1",14
"Dnig.5LG0006760.1",14
"Dnig.5LG0006820.1",10
"Dnig.5LG0006830.1",1
"Dnig.5LG0006860.1",18
"Dnig.5LG0006900.1",20
"Dnig.5LG0007080.1",5
"Dnig.5LG0007100.1",3
"Dnig.5LG0007110.1",18
"Dnig.5LG0007120.1",8
"Dnig.5LG0007140.1",8
"Dnig.5LG0007150.1",14
"Dnig.5LG0007160.1",9
"Dnig.5LG0007170.1",15
"Dnig.5LG0007180.1",16
"Dnig.5LG0007230.1",8
"Dnig.5LG0007260.1",16
"Dnig.5LG0007270.1",13
"Dnig.5LG0007280.1",16
"Dnig.5LG0007310.1",8
"Dnig.5LG0007330.1",17
"Dnig.5LG0007340.1",5
"Dnig.5LG0007350.1",18
"Dnig.5LG0007370.1",12
"Dnig.5LG0007430.1",19
"Dnig.5LG0007440.1",3
"Dnig.5LG0007460.1",5
"Dnig.5LG0007510.1",7
"Dnig.5LG0007550.1",16
"Dnig.5LG0007560.1",16
"Dnig.5LG0007570.1",13
"Dnig.5LG0007590.1",6
"Dnig.5LG0007600.1",5
"Dnig.5LG0007610.1",16
"Dnig.5LG0007640.1",16
"Dnig.5LG0007750.1",10
"Dnig.5LG0007760.1",3
"Dnig.5LG0007810.1",1
"Dnig.5LG0007820.1",3
"Dnig.5LG0007830.1",13
"Dnig.5LG0007840.1",9
"Dnig.5LG0007850.1",12
"Dnig.5LG0007860.1",12
"Dnig.5LG0007880.1",15
"Dnig.5LG0007890.1",14
"Dnig.5LG0007900.1",15
"Dnig.5LG0007950.1",3
"Dnig.5LG0007960.1",20
"Dnig.5LG0008000.1",16
"Dnig.5LG0008030.1",15
"Dnig.5LG0008040.1",9
"Dnig.5LG0008070.1",9
"Dnig.5LG0008080.1",12
"Dnig.5LG0008090.1",16
"Dnig.5LG0008100.1",9
"Dnig.5LG0008110.1",6
"Dnig.5LG0008120.1",20
"Dnig.5LG0008130.1",13
"Dnig.5LG0008150.1",18
"Dnig.5LG0008190.1",10
"Dnig.5LG0008210.1",14
"Dnig.5LG0008220.1",15
"Dnig.5LG0008230.1",2
"Dnig.5LG0008240.1",11
"Dnig.5LG0008250.1",3
"Dnig.5LG0008270.1",3
"Dnig.5LG0008280.1",20
"Dnig.5LG0008320.1",12
"Dnig.5LG0008330.1",10
"Dnig.5LG0008340.1",12
"Dnig.5LG0008350.1",3
"Dnig.5LG0008360.1",10
"Dnig.5LG0008370.1",8
"Dnig.5LG0008380.1",3
"Dnig.5LG0008390.1",3
"Dnig.5LG0008400.1",13
"Dnig.5LG0008410.1",12
"Dnig.5LG0008420.1",5
"Dnig.5LG0008430.1",13
"Dnig.5LG0008440.1",8
"Dnig.5LG0008450.1",8
"Dnig.5LG0008490.1",16
"Dnig.5LG0008500.1",10
"Dnig.5LG0008510.1",10
"Dnig.5LG0008540.1",12
"Dnig.5LG0008550.1",19
"Dnig.5LG0008560.1",19
"Dnig.5LG0008580.1",19
"Dnig.5LG0008590.1",4
"Dnig.5LG0008600.1",8
"Dnig.5LG0008610.1",11
"Dnig.5LG0008620.1",10
"Dnig.5LG0008630.1",15
"Dnig.5LG0008700.1",20
"Dnig.5LG0008720.1",2
"Dnig.5LG0008730.1",8
"Dnig.5LG0008740.1",20
"Dnig.5LG0008770.1",16
"Dnig.5LG0008780.1",7
"Dnig.5LG0008790.1",12
"Dnig.5LG0008830.1",18
"Dnig.5LG0008840.1",10
"Dnig.5LG0008850.1",18
"Dnig.5LG0008860.1",7
"Dnig.5LG0008920.1",12
"Dnig.5LG0008940.1",18
"Dnig.5LG0008950.1",9
"Dnig.5LG0008980.1",2
"Dnig.5LG0009090.1",15
"Dnig.5LG0009130.1",9
"Dnig.5LG0009140.1",20
"Dnig.5LG0009150.1",10
"Dnig.5LG0009160.1",17
"Dnig.5LG0009180.1",10
"Dnig.5LG0009190.1",17
"Dnig.5LG0009210.1",20
"Dnig.5LG0009220.1",8
"Dnig.5LG0009240.1",12
"Dnig.5LG0009250.1",3
"Dnig.5LG0009270.1",17
"Dnig.5LG0009280.1",17
"Dnig.5LG0009330.2",12
"Dnig.5LG0009340.1",4
"Dnig.5LG0009360.1",3
"Dnig.5LG0009380.1",16
"Dnig.5LG0009390.1",1
"Dnig.5LG0009410.1",3
"Dnig.5LG0009420.1",1
"Dnig.5LG0009430.1",8
"Dnig.5LG0009440.1",20
"Dnig.5LG0009460.1",3
"Dnig.5LG0009470.1",5
"Dnig.5LG0009570.1",18
"Dnig.5LG0009590.1",5
"Dnig.5LG0009600.1",14
"Dnig.5LG0009610.1",15
"Dnig.5LG0009630.1",6
"Dnig.5LG0009650.1",13
"Dnig.5LG0009660.1",3
"Dnig.5LG0009670.1",14
"Dnig.5LG0009680.1",3
"Dnig.5LG0009710.1",8
"Dnig.5LG0009730.1",4
"Dnig.5LG0009740.1",19
"Dnig.5LG0009750.1",7
"Dnig.5LG0009770.1",17
"Dnig.5LG0009780.1",14
"Dnig.5LG0009790.1",3
"Dnig.5LG0009800.1",13
"Dnig.5LG0009810.1",12
"Dnig.5LG0009820.1",13
"Dnig.5LG0009840.1",16
"Dnig.5LG0009860.1",13
"Dnig.5LG0009870.1",19
"Dnig.5LG0009880.1",13
"Dnig.5LG0009890.1",7
"Dnig.5LG0009920.1",13
"Dnig.5LG0009930.1",3
"Dnig.5LG0009940.1",5
"Dnig.5LG0009950.1",20
"Dnig.5LG0009970.1",1
"Dnig.5LG0010010.1",6
"Dnig.5LG0010030.1",9
"Dnig.5LG0010040.1",2
"Dnig.5LG0010060.1",7
"Dnig.5LG0010130.1",12
"Dnig.5LG0010140.1",13
"Dnig.5LG0010150.1",6
"Dnig.5LG0010180.1",10
"Dnig.5LG0010190.1",3
"Dnig.5LG0010200.1",10
"Dnig.5LG0010220.1",12
"Dnig.5LG0010240.1",7
"Dnig.5LG0010330.1",9
"Dnig.5LG0010360.1",15
"Dnig.5LG0010370.1",10
"Dnig.5LG0010400.1",14
"Dnig.5LG0010440.1",10
"Dnig.5LG0010470.1",10
"Dnig.5LG0010480.1",10
"Dnig.5LG0010510.1",4
"Dnig.5LG0010520.1",2
"Dnig.5LG0010530.1",10
"Dnig.5LG0010550.1",20
"Dnig.5LG0010560.1",19
"Dnig.5LG0010570.1",4
"Dnig.5LG0010580.1",13
"Dnig.5LG0010600.1",1
"Dnig.5LG0010610.1",12
"Dnig.5LG0010620.1",6
"Dnig.5LG0010630.1",12
"Dnig.5LG0010640.1",10
"Dnig.5LG0010680.1",3
"Dnig.5LG0010690.1",18
"Dnig.5LG0010710.1",17
"Dnig.5LG0010720.1",9
"Dnig.5LG0010730.1",12
"Dnig.5LG0010740.1",13
"Dnig.5LG0010750.1",20
"Dnig.5LG0010760.1",20
"Dnig.5LG0010770.1",3
"Dnig.5LG0010780.1",3
"Dnig.5LG0010890.1",10
"Dnig.5LG0010900.1",5
"Dnig.5LG0010940.1",2
"Dnig.5LG0010950.1",7
"Dnig.5LG0010960.1",3
"Dnig.5LG0010980.1",2
"Dnig.5LG0010990.1",15
"Dnig.5LG0011050.1",3
"Dnig.5LG0011080.1",12
"Dnig.5LG0011100.1",2
"Dnig.5LG0011130.1",20
"Dnig.5LG0011140.1",10
"Dnig.5LG0011150.1",10
"Dnig.5LG0011160.1",12
"Dnig.5LG0011170.1",13
"Dnig.5LG0011180.1",16
"Dnig.5LG0011190.1",2
"Dnig.5LG0011200.1",16
"Dnig.5LG0011210.1",9
"Dnig.5LG0011230.1",4
"Dnig.5LG0011240.1",9
"Dnig.5LG0011270.1",19
"Dnig.5LG0011320.1",20
"Dnig.5LG0011380.1",18
"Dnig.5LG0011450.1",6
"Dnig.5LG0011460.1",3
"Dnig.5LG0011490.1",14
"Dnig.5LG0011510.1",19
"Dnig.5LG0011720.1",3
"Dnig.5LG0011740.1",18
"Dnig.5LG0011750.1",7
"Dnig.5LG0011760.1",16
"Dnig.5LG0011770.1",4
"Dnig.5LG0011780.1",10
"Dnig.5LG0011810.1",13
"Dnig.5LG0011830.1",17
"Dnig.5LG0011850.1",6
"Dnig.5LG0011860.1",13
"Dnig.5LG0011870.1",13
"Dnig.5LG0011890.1",5
"Dnig.5LG0011900.1",12
"Dnig.5LG0011910.1",11
"Dnig.5LG0011920.1",20
"Dnig.5LG0011930.1",15
"Dnig.5LG0011940.1",9
"Dnig.5LG0011950.1",10
"Dnig.5LG0011980.1",17
"Dnig.5LG0011990.1",9
"Dnig.5LG0012000.1",19
"Dnig.5LG0012010.1",10
"Dnig.5LG0012040.1",3
"Dnig.5LG0012050.1",14
"Dnig.5LG0012060.1",8
"Dnig.5LG0012070.1",3
"Dnig.5LG0012080.1",18
"Dnig.5LG0012090.1",12
"Dnig.5LG0012120.1",10
"Dnig.5LG0012150.1",10
"Dnig.5LG0012160.1",9
"Dnig.5LG0012190.1",16
"Dnig.5LG0012230.1",5
"Dnig.5LG0012250.1",15
"Dnig.5LG0012260.1",3
"Dnig.5LG0012270.1",17
"Dnig.5LG0012290.1",18
"Dnig.5LG0012310.1",12
"Dnig.5LG0012320.1",18
"Dnig.5LG0012330.1",5
"Dnig.5LG0012340.1",17
"Dnig.5LG0012360.1",20
"Dnig.5LG0012370.1",17
"Dnig.5LG0012390.1",1
"Dnig.5LG0012400.1",20
"Dnig.5LG0012510.1",5
"Dnig.5LG0012550.1",9
"Dnig.5LG0012560.1",6
"Dnig.5LG0012570.1",20
"Dnig.5LG0012580.1",2
"Dnig.5LG0012600.1",5
"Dnig.5LG0012640.1",2
"Dnig.5LG0012630.1",11
"Dnig.5LG0012650.1",19
"Dnig.5LG0012720.1",4
"Dnig.5LG0012740.1",17
"Dnig.5LG0012750.1",2
"Dnig.5LG0012790.1",18
"Dnig.5LG0012900.1",15
"Dnig.5LG0012910.1",17
"Dnig.5LG0012920.1",10
"Dnig.5LG0012930.1",2
"Dnig.5LG0012960.1",5
"Dnig.5LG0013030.1",20
"Dnig.5LG0013050.1",13
"Dnig.5LG0013060.1",3
"Dnig.5LG0013070.1",15
"Dnig.5LG0013080.1",3
"Dnig.5LG0013150.1",15
"Dnig.5LG0013220.1",6
"Dnig.5LG0013230.1",12
"Dnig.5LG0013240.1",7
"Dnig.5LG0013250.1",7
"Dnig.5LG0013260.1",18
"Dnig.5LG0013270.1",10
"Dnig.5LG0013280.1",5
"Dnig.5LG0013300.1",3
"Dnig.5LG0013360.1",10
"Dnig.5LG0013430.3",5
"Dnig.5LG0013470.1",12
"Dnig.5LG0013480.1",20
"Dnig.5LG0013490.1",4
"Dnig.5LG0013510.1",4
"Dnig.5LG0013520.1",15
"Dnig.5LG0013530.1",15
"Dnig.5LG0013560.1",4
"Dnig.5LG0013570.1",5
"Dnig.5LG0013580.1",12
"Dnig.5LG0013600.1",3
"Dnig.5LG0013630.1",14
"Dnig.5LG0013640.1",15
"Dnig.5LG0013660.1",11
"Dnig.5LG0013700.1",12
"Dnig.5LG0013720.1",11
"Dnig.5LG0013730.1",16
"Dnig.5LG0013740.1",12
"Dnig.5LG0013770.1",10
"Dnig.5LG0013790.1",16
"Dnig.5LG0013800.1",10
"Dnig.5LG0013850.1",20
"Dnig.5LG0013870.1",12
"Dnig.5LG0013880.1",20
"Dnig.5LG0013900.1",15
"Dnig.5LG0013920.1",6
"Dnig.5LG0013930.1",6
"Dnig.5LG0013940.1",20
"Dnig.5LG0013950.1",20
"Dnig.5LG0014020.1",8
"Dnig.5LG0014060.1",3
"Dnig.5LG0014110.1",19
"Dnig.5LG0014130.1",16
"Dnig.5LG0014150.1",20
"Dnig.5LG0014160.1",13
"Dnig.5LG0014170.1",5
"Dnig.5LG0014190.1",12
"Dnig.5LG0014200.1",8
"Dnig.5LG0014270.1",17
"Dnig.5LG0014290.1",3
"Dnig.5LG0014300.1",1
"Dnig.5LG0014320.1",18
"Dnig.5LG0014330.1",5
"Dnig.5LG0014340.1",4
"Dnig.5LG0014360.1",19
"Dnig.5LG0014370.1",16
"Dnig.5LG0014380.1",17
"Dnig.5LG0014390.1",9
"Dnig.5LG0014410.1",4
"Dnig.5LG0014420.1",19
"Dnig.5LG0014430.1",8
"Dnig.5LG0014440.1",12
"Dnig.5LG0014450.1",5
"Dnig.5LG0014460.1",8
"Dnig.5LG0014470.1",4
"Dnig.5LG0014480.1",7
"Dnig.5LG0014490.1",5
"Dnig.5LG0014500.1",19
"Dnig.5LG0014510.1",19
"Dnig.5LG0014570.1",8
"Dnig.5LG0014590.1",7
"Dnig.5LG0014610.1",12
"Dnig.5LG0014650.1",5
"Dnig.5LG0014660.1",7
"Dnig.5LG0014670.1",15
"Dnig.5LG0014680.1",17
"Dnig.5LG0014740.1",7
"Dnig.5LG0014750.1",12
"Dnig.5LG0014770.1",8
"Dnig.5LG0014790.1",1
"Dnig.5LG0014800.1",10
"Dnig.5LG0014810.1",9
"Dnig.5LG0014820.1",15
"Dnig.5LG0014830.1",18
"Dnig.5LG0014840.1",18
"Dnig.5LG0014850.1",15
"Dnig.5LG0014860.1",12
"Dnig.5LG0014880.1",3
"Dnig.5LG0014890.1",18
"Dnig.5LG0014900.1",5
"Dnig.5LG0014910.1",13
"Dnig.5LG0014960.1",5
"Dnig.5LG0014980.1",13
"Dnig.5LG0014990.1",7
"Dnig.5LG0015000.1",7
"Dnig.5LG0015010.1",7
"Dnig.5LG0015020.1",5
"Dnig.5LG0015030.1",17
"Dnig.5LG0015040.1",6
"Dnig.5LG0015050.1",3
"Dnig.5LG0015060.1",3
"Dnig.5LG0015080.1",19
"Dnig.5LG0015090.1",13
"Dnig.5LG0015200.3",12
"Dnig.5LG0015210.1",2
"Dnig.5LG0015220.1",1
"Dnig.5LG0015280.1",17
"Dnig.5LG0015290.1",3
"Dnig.5LG0015300.1",10
"Dnig.5LG0015310.1",14
"Dnig.5LG0015330.1",15
"Dnig.5LG0015360.1",3
"Dnig.5LG0015400.1",19
"Dnig.5LG0015410.1",10
"Dnig.5LG0015420.1",12
"Dnig.5LG0015440.1",16
"Dnig.5LG0015450.1",9
"Dnig.5LG0015460.1",10
"Dnig.5LG0015470.1",19
"Dnig.5LG0015480.1",10
"Dnig.5LG0015490.1",7
"Dnig.5LG0015500.1",20
"Dnig.5LG0015510.1",17
"Dnig.5LG0015520.1",15
"Dnig.5LG0015530.1",20
"Dnig.5LG0015550.1",20
"Dnig.5LG0015560.1",6
"Dnig.5LG0015570.1",7
"Dnig.5LG0015580.1",14
"Dnig.5LG0015600.1",3
"Dnig.5LG0015610.1",3
"Dnig.5LG0015630.1",13
"Dnig.5LG0015640.1",12
"Dnig.5LG0015650.1",3
"Dnig.5LG0015800.1",10
"Dnig.5LG0015820.1",17
"Dnig.5LG0015830.1",14
"Dnig.5LG0015840.1",16
"Dnig.5LG0015850.1",8
"Dnig.5LG0015870.1",7
"Dnig.5LG0015880.1",9
"Dnig.5LG0015890.1",16
"Dnig.5LG0015970.1",3
"Dnig.5LG0015980.1",15
"Dnig.5LG0015990.1",3
"Dnig.5LG0016000.1",14
"Dnig.5LG0016020.1",2
"Dnig.5LG0016030.1",11
"Dnig.5LG0016040.1",14
"Dnig.5LG0016050.1",3
"Dnig.5LG0016170.1",14
"Dnig.5LG0016260.1",12
"Dnig.5LG0016270.1",7
"Dnig.5LG0016280.1",17
"Dnig.5LG0016290.1",5
"Dnig.5LG0016300.1",12
"Dnig.5LG0016320.1",10
"Dnig.5LG0016330.1",2
"Dnig.5LG0016350.1",3
"Dnig.5LG0016370.1",12
"Dnig.5LG0016390.1",14
"Dnig.5LG0016400.1",4
"Dnig.5LG0016420.1",14
"Dnig.5LG0016470.1",5
"Dnig.5LG0016500.1",15
"Dnig.5LG0016510.1",16
"Dnig.5LG0016550.1",10
"Dnig.5LG0016560.1",6
"Dnig.5LG0016570.1",2
"Dnig.5LG0016600.1",17
"Dnig.5LG0016620.1",20
"Dnig.5LG0016630.1",3
"Dnig.5LG0016660.1",1
"Dnig.5LG0016670.1",12
"Dnig.5LG0016680.1",3
"Dnig.5LG0016690.1",15
"Dnig.5LG0016730.1",17
"Dnig.5LG0016740.1",19
"Dnig.5LG0016750.1",12
"Dnig.5LG0016760.1",4
"Dnig.5LG0016780.1",18
"Dnig.5LG0016810.1",12
"Dnig.5LG0016880.1",16
"Dnig.5LG0016890.1",8
"Dnig.5LG0016900.1",14
"Dnig.5LG0016910.1",20
"Dnig.5LG0016920.1",15
"Dnig.5LG0016930.1",7
"Dnig.5LG0016940.1",3
"Dnig.5LG0016970.1",13
"Dnig.5LG0016990.1",15
"Dnig.5LG0017000.1",2
"Dnig.5LG0017010.1",17
"Dnig.5LG0017020.1",12
"Dnig.5LG0017030.1",17
"Dnig.5LG0017040.1",19
"Dnig.5LG0017050.1",9
"Dnig.5LG0017070.1",17
"Dnig.5LG0017080.1",3
"Dnig.5LG0017090.1",3
"Dnig.5LG0017100.1",3
"Dnig.5LG0017130.1",20
"Dnig.5LG0017140.1",3
"Dnig.5LG0017160.1",1
"Dnig.5LG0017170.1",9
"Dnig.5LG0017250.1",20
"Dnig.5LG0017270.1",3
"Dnig.5LG0017290.1",17
"Dnig.5LG0017330.1",1
"Dnig.5LG0017340.1",6
"Dnig.5LG0017350.1",7
"Dnig.5LG0017390.1",4
"Dnig.5LG0017400.1",9
"Dnig.5LG0017410.1",20
"Dnig.5LG0017420.1",13
"Dnig.5LG0017430.1",11
"Dnig.5LG0017440.1",17
"Dnig.5LG0017450.1",8
"Dnig.5LG0017540.1",6
"Dnig.5LG0017550.1",20
"Dnig.5LG0017590.1",10
"Dnig.5LG0017630.1",10
"Dnig.5LG0017650.1",19
"Dnig.5LG0017660.1",8
"Dnig.5LG0017670.1",1
"Dnig.5LG0017690.1",8
"Dnig.5LG0017700.1",9
"Dnig.5LG0017710.1",9
"Dnig.5LG0017720.1",5
"Dnig.5LG0017730.1",15
"Dnig.5LG0017740.1",8
"Dnig.5LG0017770.1",19
"Dnig.5LG0017850.1",5
"Dnig.5LG0017860.1",2
"Dnig.5LG0017880.1",16
"Dnig.5LG0017910.1",13
"Dnig.5LG0017930.1",19
"Dnig.5LG0017940.1",6
"Dnig.5LG0017950.1",3
"Dnig.5LG0017960.1",20
"Dnig.5LG0017970.1",12
"Dnig.5LG0018000.1",15
"Dnig.5LG0018010.1",15
"Dnig.5LG0018020.1",13
"Dnig.5LG0018030.1",2
"Dnig.5LG0018040.1",8
"Dnig.5LG0018060.1",12
"Dnig.5LG0018070.1",15
"Dnig.5LG0018080.1",7
"Dnig.5LG0018150.1",20
"Dnig.5LG0018160.1",7
"Dnig.5LG0018170.1",14
"Dnig.5LG0018190.1",13
"Dnig.5LG0018210.1",11
"Dnig.5LG0018230.1",3
"Dnig.5LG0018240.1",9
"Dnig.5LG0018260.1",7
"Dnig.5LG0018270.1",15
"Dnig.5LG0018290.1",13
"Dnig.5LG0018300.1",17
"Dnig.5LG0018400.1",14
"Dnig.5LG0018410.1",18
"Dnig.5LG0018450.1",20
"Dnig.5LG0018460.1",7
"Dnig.5LG0018470.1",10
"Dnig.5LG0018490.1",13
"Dnig.5LG0018510.1",3
"Dnig.5LG0018530.1",7
"Dnig.5LG0018550.1",3
"Dnig.5LG0018630.1",14
"Dnig.5LG0018640.1",6
"Dnig.5LG0018650.1",8
"Dnig.5LG0018760.1",15
"Dnig.5LG0018780.1",3
"Dnig.5LG0018790.1",3
"Dnig.5LG0018820.1",10
"Dnig.5LG0018930.1",1
"Dnig.5LG0018940.1",7
"Dnig.5LG0018950.1",13
"Dnig.5LG0018960.1",8
"Dnig.5LG0018970.1",16
"Dnig.5LG0018980.1",13
"Dnig.5LG0019000.1",10
"Dnig.5LG0019010.1",12
"Dnig.5LG0019020.1",4
"Dnig.5LG0019030.1",8
"Dnig.5LG0019040.1",2
"Dnig.5LG0019050.1",2
"Dnig.5LG0019130.1",17
"Dnig.5LG0019150.1",4
"Dnig.5LG0019170.1",10
"Dnig.5LG0019260.1",1
"Dnig.5LG0019370.1",12
"Dnig.5LG0019380.1",11
"Dnig.5LG0019390.1",19
"Dnig.5LG0019400.1",16
"Dnig.5LG0019410.1",12
"Dnig.5LG0019420.1",3
"Dnig.5LG0019440.1",13
"Dnig.5LG0019450.1",5
"Dnig.5LG0019480.1",16
"Dnig.5LG0019500.1",6
"Dnig.5LG0019550.2",1
"Dnig.5LG0019560.1",2
"Dnig.5LG0019570.1",5
"Dnig.5LG0019580.1",4
"Dnig.5LG0019600.1",10
"Dnig.5LG0019610.1",3
"Dnig.5LG0019620.1",4
"Dnig.5LG0019630.1",13
"Dnig.5LG0019650.1",16
"Dnig.5LG0019670.1",12
"Dnig.5LG0019690.1",13
"Dnig.5LG0019770.1",1
"Dnig.5LG0019780.1",6
"Dnig.5LG0019810.1",15
"Dnig.5LG0019820.1",13
"Dnig.5LG0019830.1",14
"Dnig.5LG0019850.1",10
"Dnig.5LG0019870.1",19
"Dnig.5LG0019880.1",8
"Dnig.5LG0019890.1",16
"Dnig.5LG0019900.1",12
"Dnig.5LG0019950.1",17
"Dnig.5LG0019970.1",18
"Dnig.5LG0020010.1",14
"Dnig.5LG0020030.1",9
"Dnig.5LG0020020.1",9
"Dnig.5LG0020040.1",13
"Dnig.5LG0020110.1",3
"Dnig.5LG0020120.1",5
"Dnig.5LG0020130.1",19
"Dnig.5LG0020150.1",20
"Dnig.5LG0020180.1",17
"Dnig.5LG0020200.1",13
"Dnig.5LG0020210.1",20
"Dnig.5LG0020240.1",3
"Dnig.5LG0020280.1",11
"Dnig.5LG0020270.1",20
"Dnig.5LG0020300.1",2
"Dnig.5LG0020340.1",10
"Dnig.5LG0020360.1",3
"Dnig.5LG0020400.1",7
"Dnig.5LG0020420.1",7
"Dnig.5LG0020430.1",2
"Dnig.5LG0020440.1",9
"Dnig.5LG0020540.1",17
"Dnig.5LG0020570.1",12
"Dnig.5LG0020580.1",16
"Dnig.5LG0020590.1",10
"Dnig.5LG0020600.1",10
"Dnig.5LG0020610.1",19
"Dnig.5LG0020630.1",4
"Dnig.5LG0020750.1",15
"Dnig.5LG0020760.1",2
"Dnig.5LG0020780.1",17
"Dnig.5LG0020790.1",5
"Dnig.5LG0020810.1",2
"Dnig.5LG0020820.1",14
"Dnig.5LG0020830.1",4
"Dnig.5LG0020870.1",17
"Dnig.5LG0020880.1",19
"Dnig.5LG0020890.1",9
"Dnig.5LG0020900.1",16
"Dnig.5LG0020910.1",16
"Dnig.5LG0021020.1",5
"Dnig.5LG0021030.1",7
"Dnig.5LG0021040.1",10
"Dnig.5LG0021050.1",20
"Dnig.5LG0021060.1",4
"Dnig.5LG0021070.1",16
"Dnig.5LG0021110.1",16
"Dnig.6LG0000010.1",1
"Dnig.6LG0000020.1",1
"Dnig.6LG0000030.1",12
"Dnig.6LG0000060.1",6
"Dnig.6LG0000080.1",20
"Dnig.6LG0000100.1",17
"Dnig.6LG0000110.1",3
"Dnig.6LG0000130.1",6
"Dnig.6LG0000170.1",4
"Dnig.6LG0000180.1",5
"Dnig.6LG0000190.1",12
"Dnig.6LG0000200.1",4
"Dnig.6LG0000210.1",13
"Dnig.6LG0000220.1",5
"Dnig.6LG0000230.1",2
"Dnig.6LG0000240.1",16
"Dnig.6LG0000310.1",18
"Dnig.6LG0000320.1",14
"Dnig.6LG0000330.1",4
"Dnig.6LG0000340.1",19
"Dnig.6LG0000350.1",19
"Dnig.6LG0000360.1",8
"Dnig.6LG0000370.1",6
"Dnig.6LG0000380.1",5
"Dnig.6LG0000390.1",8
"Dnig.6LG0000410.1",10
"Dnig.6LG0000430.1",2
"Dnig.6LG0000450.1",14
"Dnig.6LG0000460.1",9
"Dnig.6LG0000470.1",20
"Dnig.6LG0000480.1",19
"Dnig.6LG0000610.1",14
"Dnig.6LG0000620.1",15
"Dnig.6LG0000630.1",6
"Dnig.6LG0000640.1",12
"Dnig.6LG0000660.1",7
"Dnig.6LG0000880.1",17
"Dnig.6LG0000960.1",10
"Dnig.6LG0000990.1",16
"Dnig.6LG0001010.1",8
"Dnig.6LG0001000.1",6
"Dnig.6LG0001020.1",14
"Dnig.6LG0001040.1",17
"Dnig.6LG0001050.1",1
"Dnig.6LG0001060.1",5
"Dnig.6LG0001070.1",1
"Dnig.6LG0001080.1",10
"Dnig.6LG0001100.1",10
"Dnig.6LG0001110.1",12
"Dnig.6LG0001120.1",7
"Dnig.6LG0001130.1",11
"Dnig.6LG0001140.1",13
"Dnig.6LG0001160.1",7
"Dnig.6LG0001170.1",3
"Dnig.6LG0001250.1",7
"Dnig.6LG0001260.1",7
"Dnig.6LG0001270.1",7
"Dnig.6LG0001290.1",11
"Dnig.6LG0001300.1",18
"Dnig.6LG0001310.1",10
"Dnig.6LG0001320.1",12
"Dnig.6LG0001330.1",2
"Dnig.6LG0001340.1",16
"Dnig.6LG0001350.1",11
"Dnig.6LG0001360.1",15
"Dnig.6LG0001380.1",8
"Dnig.6LG0001390.1",19
"Dnig.6LG0001400.1",13
"Dnig.6LG0001480.1",1
"Dnig.6LG0001490.1",16
"Dnig.6LG0001500.1",8
"Dnig.6LG0001510.1",19
"Dnig.6LG0001520.1",2
"Dnig.6LG0001530.1",10
"Dnig.6LG0001560.1",5
"Dnig.6LG0001640.1",20
"Dnig.6LG0001680.1",15
"Dnig.6LG0001670.1",16
"Dnig.6LG0001690.1",6
"Dnig.6LG0001700.1",14
"Dnig.6LG0001710.1",2
"Dnig.6LG0001720.1",7
"Dnig.6LG0001730.1",7
"Dnig.6LG0001750.1",9
"Dnig.6LG0001770.1",3
"Dnig.6LG0001780.1",7
"Dnig.6LG0001790.1",12
"Dnig.6LG0001800.1",3
"Dnig.6LG0001810.1",4
"Dnig.6LG0001820.1",5
"Dnig.6LG0001830.1",20
"Dnig.6LG0001840.1",3
"Dnig.6LG0001870.1",19
"Dnig.6LG0001920.1",12
"Dnig.6LG0001940.1",13
"Dnig.6LG0001950.1",8
"Dnig.6LG0002050.1",10
"Dnig.6LG0002060.1",12
"Dnig.6LG0002080.1",5
"Dnig.6LG0002090.1",1
"Dnig.6LG0002100.1",8
"Dnig.6LG0002120.1",10
"Dnig.6LG0002130.1",2
"Dnig.6LG0002140.1",6
"Dnig.6LG0002150.1",14
"Dnig.6LG0002160.1",4
"Dnig.6LG0002170.1",12
"Dnig.6LG0002180.1",15
"Dnig.6LG0002200.1",17
"Dnig.6LG0002210.1",5
"Dnig.6LG0002220.1",7
"Dnig.6LG0002230.1",5
"Dnig.6LG0002240.1",9
"Dnig.6LG0002250.1",2
"Dnig.6LG0002260.1",6
"Dnig.6LG0002270.1",14
"Dnig.6LG0002280.1",17
"Dnig.6LG0002290.1",5
"Dnig.6LG0002300.1",18
"Dnig.6LG0002310.1",17
"Dnig.6LG0002320.1",10
"Dnig.6LG0002330.1",5
"Dnig.6LG0002340.1",3
"Dnig.6LG0002350.1",17
"Dnig.6LG0002380.1",17
"Dnig.6LG0002400.1",19
"Dnig.6LG0002410.1",20
"Dnig.6LG0002470.1",1
"Dnig.6LG0002480.1",12
"Dnig.6LG0002500.1",12
"Dnig.6LG0002520.1",20
"Dnig.6LG0002530.1",10
"Dnig.6LG0002540.1",3
"Dnig.6LG0002550.1",16
"Dnig.6LG0002560.1",16
"Dnig.6LG0002570.1",4
"Dnig.6LG0002610.1",3
"Dnig.6LG0002620.1",4
"Dnig.6LG0002630.1",13
"Dnig.6LG0002640.1",15
"Dnig.6LG0002650.1",6
"Dnig.6LG0002690.1",14
"Dnig.6LG0002700.1",3
"Dnig.6LG0002750.1",3
"Dnig.6LG0002780.1",11
"Dnig.6LG0002790.1",3
"Dnig.6LG0002810.1",3
"Dnig.6LG0002820.1",10
"Dnig.6LG0002830.1",5
"Dnig.6LG0002840.1",19
